ōšmurdan	šumurdan
ōstīgān	ustuwān
ōšyār	hōšyār
ōy	ōy
paččibāg	pajīw
pad	pa
pad ēd dāštan	pindāštan
pādan	pāyīdan
pādāšn	pādāš
pādēz	pāyēz
pādifrāh	pādafrāh
padīrag	paδīra
padīriftan	paδīruftan
padisār	padīsār
pādyāb	pādyāb
pādzahr	pādzahr
pahikar	paykar
pahikār	paykār
pahlawīg	pahlawānī
pahlūg	pahlū
pahn	pahn
pahnāy	pahnāy
pahrēxtan	parhēxtan
pahrēz	parhēz
pahrēz	parhēz
pāk	pāk
pākīzag	pākīza
palang	palang
palangmušk	palangmušk
pālāy	pālāy
pālūdag	pālūda
pālūdan	pālūdan
pambag	panba
panāh	panāh
pand	pand
panīr	panīr
panǰ	panǰ
panǰag	panǰa
panǰāh	panǰāh
pānzdah	pānzdah
pārag	pāra
pārag	pāra
pardag	parda
pardaxtan	pardaxtan
pardāxtan	pardāxtan
pardaz	pardaz
pardāz	pardāz
pargandan	parāgandan
pargast	pargast
parīg	parī
paristag	pirista
paristār	parastār
paristīdan	parastīdan
paristōg	piristūk
parnagān	parniyān
parr	parr
parrag	parra
pārsīg	pārsī
parwānag	parwāna
parwand	parwand
parwar	parwar
parwār	parwār
parwardan	parwardan
parwāz	parwāz
pas	pas
pās	pās
pāsbān	pāsbān
pašēmān	pašēmān
pasēn	pasīn
pašm	pašm
pašmēn	pašmīn
pāšnag	pāšna
pāsox	pāsox
passand	pasand
paššing	pišing
paššinǰ	pišanjidan
paššinǰag	pišanja
paššinǰīdan	pišanjidan
passox	pāsux
past	past
paxšag	paša
pay	pay
pay	pay
pāy	pāyīdan
pāy	pāy
payādag	piyāda
pāyag	pāya
paydāg	paydā
paygāl	payyāla
paygāl	piyāla
paymān	paymān
paymānag	paymāna
paymāy	paymāy
paymūdan	paymūdan
payrāstan	pērāstan
payrāyag	pērāya
paywand	paywand
paywand	paywand
paywastag	paywasta
paywastan	paywastan
paz	paz
pāzand	pāzand
pāzen	pāzan
pēč	pēč
pēčīdan	pēčīdan
pērāmōn	pērāmūn
pērōz	pērōz
pērōzgar	pērōzgar
pēs	pēs
pēš	pēš
pēšag	pēša
pēšānīg	pšānī
pēšēnīg	pēšānī
pēšgāh	pēšgāh
pēškār	pēškār
pēšōbāy	pēšwā
pēšpārag	pēšpāra
pestān	pestān
pēšyār	pēšyār
petyārag	patyāra
pidar	pidar
pīh	pīh
pīl	pīl
pīlbān	pīlbān
pillagān	pillagān
pīr	pīr
pišīz	pišīz
pist	pist
pistag	pista
pōlāwad	pōlād
pōr	pōr
pōš	pōš
pōšīdan	pōšīdan
pōst	pōst
